ensg.temp	genes.temp
ENSG00000109794.9	FAM149A
ENSG00000145476.11	CYP4V2
ENSG00000164344.11	KLKB1
ENSG00000179046.4	TRIML2
ENSG00000109536.7	FRG1
ENSG00000164366.3	CCDC127
ENSG00000073578.12	SDHA
ENSG00000249915.3	PDCD6
ENSG00000221990.2	C5orf55
ENSG00000180104.11	EXOC3
ENSG00000188242.4	CTD-2228K2.5
ENSG00000066230.6	SLC9A3
ENSG00000112877.6	CEP72
ENSG00000268885.1	AC026740.1
ENSG00000171368.10	TPPP
ENSG00000206077.6	ZDHHC11B
ENSG00000188818.8	ZDHHC11
ENSG00000145506.9	NKD2
ENSG00000113504.15	SLC12A7
ENSG00000171421.8	MRPL36
ENSG00000113430.5	IRX4
ENSG00000170549.3	IRX1
ENSG00000215218.3	UBE2QL1
ENSG00000037474.10	NSUN2
ENSG00000112941.8	PAPD7
ENSG00000124275.10	MTRR
ENSG00000150756.9	FAM173B
ENSG00000150753.7	CCT5
ENSG00000164237.4	CMBL
ENSG00000164236.7	ANKRD33B
ENSG00000112977.11	DAP
ENSG00000169862.14	CTNND2
ENSG00000039139.9	DNAH5
ENSG00000038382.13	TRIO
ENSG00000145569.5	FAM105A
ENSG00000154124.4	FAM105B
ENSG00000154122.8	ANKH
ENSG00000145555.10	MYO10
ENSG00000248874.1	C5orf17
ENSG00000113361.8	CDH6
ENSG00000113360.12	DROSHA
ENSG00000082213.13	C5orf22
ENSG00000113407.9	TARS
ENSG00000242110.3	AMACR
ENSG00000113456.14	RAD1
ENSG00000168724.10	DNAJC21
ENSG00000152582.8	SPEF2
ENSG00000164187.6	LMBRD2
ENSG00000152620.8	NADK2
ENSG00000079215.9	SLC1A3
ENSG00000113569.11	NUP155
ENSG00000082068.4	WDR70
ENSG00000113594.5	LIFR
ENSG00000145623.8	OSMR
ENSG00000164327.8	RICTOR
ENSG00000082074.11	FYB
ENSG00000113600.6	C9
ENSG00000113638.8	TTC33
ENSG00000132356.7	PRKAA1
ENSG00000132357.9	CARD6
ENSG00000083720.8	OXCT1
ENSG00000112964.9	GHR
ENSG00000172262.7	ZNF131
ENSG00000177453.3	NIM1
ENSG00000151882.7	CCL28
ENSG00000151881.10	C5orf28
ENSG00000172244.4	C5orf34
ENSG00000112992.12	NNT
ENSG00000170571.7	EMB
ENSG00000151883.12	PARP8
ENSG00000152684.10	PELO
ENSG00000164171.6	ITGA2
ENSG00000164172.14	MOCS2
ENSG00000134363.7	FST
ENSG00000164258.7	NDUFS4
ENSG00000113088.5	GZMK
ENSG00000152669.8	CCNO
ENSG00000134352.15	IL6ST
ENSG00000155542.7	SETD9
ENSG00000152932.6	RAB3C
ENSG00000049167.9	ERCC8
ENSG00000164182.6	NDUFAF2
ENSG00000178722.8	C5orf64
ENSG00000086200.12	IPO11
ENSG00000164197.7	RNF180
ENSG00000153006.10	SREK1IP1
ENSG00000049192.10	ADAMTS6
ENSG00000123219.8	CENPK
ENSG00000113593.7	PPWD1
ENSG00000113597.13	TRAPPC13
ENSG00000113595.10	TRIM23
ENSG00000123213.18	NLN
ENSG00000197860.5	SGTB
ENSG00000153044.5	CENPH
ENSG00000183323.8	CCDC125
ENSG00000152942.14	RAD17
ENSG00000152939.10	MARVELD2
ENSG00000197822.6	OCLN
ENSG00000183474.11	GTF2H2C
ENSG00000205571.8	SMN2
ENSG00000172058.11	SERF1A
ENSG00000172062.12	SMN1
ENSG00000249437.3	NAIP
ENSG00000145736.10	GTF2H2
ENSG00000131844.11	MCCC2
ENSG00000131711.10	MAP1B
ENSG00000049883.10	PTCD2
ENSG00000157107.9	FCHO2
ENSG00000251493.2	FOXD1
ENSG00000164331.5	ANKRA2
ENSG00000164338.5	UTP15
ENSG00000164346.5	NSA2
ENSG00000198780.7	FAM169A
ENSG00000176928.4	GCNT4
ENSG00000189045.9	ANKDD1B
ENSG00000152359.10	POC5
ENSG00000181104.6	F2R
ENSG00000164251.4	F2RL1
ENSG00000145708.6	CRHBP
ENSG00000132846.5	ZBED3
ENSG00000113231.9	PDE8B
ENSG00000164253.8	WDR41
ENSG00000171530.9	TBCA
ENSG00000132842.9	AP3B1
ENSG00000113273.11	ARSB
ENSG00000132840.5	BHMT2
ENSG00000145692.10	BHMT
ENSG00000132837.10	DMGDH
ENSG00000113296.10	THBS4
ENSG00000164300.11	SERINC5
ENSG00000228716.2	DHFR
ENSG00000113318.9	MSH3
ENSG00000113319.7	RASGRF2
ENSG00000152348.11	ATG10
ENSG00000186468.8	RPS23
ENSG00000205464.7	ATP6AP1L
ENSG00000113356.6	POLR3G
ENSG00000176055.9	MBLAC2
ENSG00000176018.8	LYSMD3
ENSG00000175745.7	NR2F1
ENSG00000185261.9	KIAA0825
ENSG00000175471.15	MCTP1
ENSG00000178015.4	GPR150
ENSG00000175449.9	RFESD
ENSG00000145757.11	SPATA9
ENSG00000164292.8	RHOBTB3
ENSG00000175426.6	PCSK1
ENSG00000153113.19	CAST
ENSG00000164307.8	ERAP1
ENSG00000164308.12	ERAP2
ENSG00000113441.11	LNPEP
ENSG00000058729.6	RIOK2
ENSG00000153922.6	CHD1
ENSG00000174132.8	FAM174A
ENSG00000145725.15	PPIP5K2
ENSG00000112874.5	NUDT12
ENSG00000184349.8	EFNA5
ENSG00000145743.11	FBXL17
ENSG00000164209.12	SLC25A46
ENSG00000186952.10	TMEM232
ENSG00000145777.10	TSLP
ENSG00000134987.7	WDR36
ENSG00000152495.6	CAMK4
ENSG00000129595.8	EPB41L4A
ENSG00000129625.8	REEP5
ENSG00000172795.11	DCP2
ENSG00000171444.13	MCC
ENSG00000047188.11	YTHDC2
ENSG00000152503.5	TRIM36
ENSG00000164219.5	PGGT1B
ENSG00000145780.6	FEM1C
ENSG00000243414.4	TICAM2
ENSG00000134970.13	TMED7
ENSG00000129596.4	CDO1
ENSG00000172901.15	AQPEP
ENSG00000268223.2	ARL14EPL
ENSG00000145781.4	COMMD10
ENSG00000169570.5	DTWD2
ENSG00000172869.10	DMXL1
ENSG00000133835.10	HSD17B4
ENSG00000164334.11	FAM170A
ENSG00000064692.14	SNCAIP
ENSG00000168938.5	PPIC
ENSG00000168944.11	CEP120
ENSG00000168916.11	ZNF608
ENSG00000155324.5	GRAMD3
ENSG00000164904.11	ALDH7A1
ENSG00000173926.5	MARCH3
ENSG00000164241.9	C5orf63
ENSG00000138829.6	FBN2
ENSG00000113396.8	SLC27A6
ENSG00000186687.11	LYRM7
ENSG00000169567.7	HINT1
ENSG00000158985.9	CDC42SE2
ENSG00000158987.15	RAPGEF6
ENSG00000131435.8	PDLIM4
ENSG00000197375.8	SLC22A5
ENSG00000113520.6	IL4
ENSG00000131437.11	KIF3A
ENSG00000205089.3	CCNI2
ENSG00000164403.10	SHROOM1
ENSG00000164404.4	GDF9
ENSG00000164406.7	LEAP2
ENSG00000072364.8	AFF4
ENSG00000170606.9	HSPA4
ENSG00000213585.6	VDAC1
ENSG00000113558.14	SKP1
ENSG00000237190.3	CDKN2AIPNL
ENSG00000113615.8	SEC24A
ENSG00000164615.3	CAMLG
ENSG00000113621.10	TXNDC15
ENSG00000132570.10	PCBD2
ENSG00000069011.11	PITX1
ENSG00000145832.8	SLC25A48
ENSG00000120729.5	MYOT
ENSG00000112981.3	NME5
ENSG00000112983.13	BRD8
ENSG00000120709.6	FAM53C
ENSG00000113013.8	HSPA9
ENSG00000044115.16	CTNNA1
ENSG00000120725.8	SIL1
ENSG00000170464.5	DNAJC18
ENSG00000184584.8	TMEM173
ENSG00000146005.3	PSD2
ENSG00000113068.5	PFDN1
ENSG00000213523.5	SRA1
ENSG00000113108.13	APBB3
ENSG00000113119.8	TMCO6
ENSG00000113141.11	IK
ENSG00000131495.4	NDUFA2
ENSG00000120314.14	WDR55
ENSG00000170445.8	HARS
ENSG00000146007.6	ZMAT2
ENSG00000204969.5	PCDHA2
ENSG00000255408.2	PCDHA3
ENSG00000204967.6	PCDHA4
ENSG00000081842.13	PCDHA6
ENSG00000204963.4	PCDHA7
ENSG00000250120.2	PCDHA10
ENSG00000248383.3	PCDHAC1
ENSG00000112852.4	PCDHB2
ENSG00000113205.2	PCDHB3
ENSG00000113211.3	PCDHB6
ENSG00000113212.4	PCDHB7
ENSG00000120322.2	PCDHB8
ENSG00000196963.2	PCDHB16
ENSG00000120324.4	PCDHB10
ENSG00000197479.4	PCDHB11
ENSG00000120328.4	PCDHB12
ENSG00000113248.3	PCDHB15
ENSG00000204956.4	PCDHGA1
ENSG00000254221.1	PCDHGB1
ENSG00000253485.1	PCDHGA5
ENSG00000253731.1	PCDHGA6
ENSG00000253537.1	PCDHGA7
ENSG00000253305.1	PCDHGB6
ENSG00000253873.1	PCDHGA11
ENSG00000131504.11	DIAPH1
ENSG00000164620.4	RELL2
ENSG00000013561.13	RNF14
ENSG00000113552.11	GNPDA1
ENSG00000131507.9	NDFIP1
ENSG00000113578.13	FGF1
ENSG00000145819.11	ARHGAP26
ENSG00000145817.12	YIPF5
ENSG00000183775.6	KCTD16
ENSG00000186314.7	PRELID2
ENSG00000156463.13	SH3RF2
ENSG00000133706.13	LARS
ENSG00000091009.6	RBM27
ENSG00000113649.7	TCERG1
ENSG00000176049.11	JAKMIP2
ENSG00000164266.6	SPINK1
ENSG00000133710.11	SPINK5
ENSG00000169247.7	SH3TC2
ENSG00000173210.15	ABLIM3
ENSG00000157510.9	AFAP1L1
ENSG00000164284.10	GRPEL2
ENSG00000145882.6	PCYOX1L
ENSG00000113712.12	CSNK1A1
ENSG00000183111.7	ARHGEF37
ENSG00000164296.6	TIGD6
ENSG00000113716.8	HMGXB3
ENSG00000011083.4	SLC6A7
ENSG00000070808.11	CAMK2A
ENSG00000183876.8	ARSI
ENSG00000164587.7	RPS14
ENSG00000070614.10	NDST1
ENSG00000164591.9	MYOZ3
ENSG00000237693.4	IRGM
ENSG00000211445.7	GPX3
ENSG00000145901.10	TNIP1
ENSG00000196743.4	GM2A
ENSG00000198624.8	CCDC69
ENSG00000123643.8	SLC36A1
ENSG00000055147.13	FAM114A2
ENSG00000037749.7	MFAP3
ENSG00000164574.11	GALNT10
ENSG00000164576.7	SAP30L
ENSG00000155508.9	CNOT8
ENSG00000170271.6	FAXDC2
ENSG00000082516.8	GEMIN5
ENSG00000113249.8	HAVCR1
ENSG00000135077.4	HAVCR2
ENSG00000155868.7	MED7
ENSG00000172548.10	NIPAL4
ENSG00000135074.11	ADAM19
ENSG00000164332.6	UBLCP1
ENSG00000113312.6	TTC1
ENSG00000170231.11	FABP6
ENSG00000145861.7	C1QTNF2
ENSG00000221886.3	C5orf54
ENSG00000164609.5	SLU7
ENSG00000118322.8	ATP10B
ENSG00000145864.8	GABRB2
ENSG00000145934.11	TENM2
ENSG00000188573.7	FBLL1
ENSG00000120137.6	PANK3
ENSG00000040275.12	SPDL1
ENSG00000043462.7	LCP2
ENSG00000168246.5	UBTD2
ENSG00000174705.7	SH3PXD2B
ENSG00000113732.4	ATP6V0E1
ENSG00000113734.13	BNIP1
ENSG00000145919.6	BOD1
ENSG00000113749.5	HRH2
ENSG00000182230.7	FAM153B
ENSG00000170085.13	SIMC1
ENSG00000175414.6	ARL10
ENSG00000146066.2	HIGD2A
ENSG00000175416.8	CLTB
ENSG00000169258.6	GPRIN1
ENSG00000074317.6	SNCB
ENSG00000048140.13	TSPAN17
ENSG00000087206.12	UIMC1
ENSG00000160867.10	FGFR4
ENSG00000169228.9	RAB24
ENSG00000169230.5	PRELID1
ENSG00000213347.6	MXD3
ENSG00000169220.13	RGS14
ENSG00000198055.6	GRK6
ENSG00000146094.9	DOK3
ENSG00000146067.11	FAM193B
ENSG00000184840.7	TMED9
ENSG00000027847.9	B4GALT7
ENSG00000204677.6	FAM153C
ENSG00000050767.11	COL23A1
ENSG00000113240.8	CLK4
ENSG00000169131.6	ZNF354A
ENSG00000178338.6	ZNF354B
ENSG00000198939.3	ZFP2
ENSG00000178187.3	ZNF454
ENSG00000234284.2	ZNF879
ENSG00000177932.6	ZNF354C
ENSG00000087116.9	ADAMTS2
ENSG00000176783.10	RUFY1
ENSG00000169045.13	HNRNPH1
ENSG00000161021.7	MAML1
ENSG00000161013.12	MGAT4B
ENSG00000161010.10	C5orf45
ENSG00000245317.2	CTC-241N9.1
ENSG00000197226.8	TBC1D9B
ENSG00000113269.9	RNF130
ENSG00000050748.13	MAPK9
ENSG00000161055.3	SCGB3A1
ENSG00000131446.11	MGAT1
ENSG00000196670.9	ZFP62
ENSG00000113303.7	BTNL8
ENSG00000168903.8	BTNL3
ENSG00000165810.12	BTNL9
ENSG00000146054.13	TRIM7
ENSG00000188996.4	HUS1B
ENSG00000112685.9	EXOC2
ENSG00000054598.5	FOXC1
ENSG00000112699.6	GMDS
ENSG00000164385.5	C6orf195
ENSG00000145949.8	MYLK4
ENSG00000170542.5	SERPINB9
ENSG00000124570.13	SERPINB6
ENSG00000124588.15	NQO2
ENSG00000137275.9	RIPK1
ENSG00000137285.9	TUBB2B
ENSG00000137266.10	SLC22A23
ENSG00000112739.12	PRPF4B
ENSG00000185689.11	C6orf201
ENSG00000198721.8	ECI2
ENSG00000153046.13	CDYL
ENSG00000219607.2	PPP1R3G
ENSG00000214113.6	LYRM4
ENSG00000124785.4	NRN1
ENSG00000112799.4	LY86
ENSG00000124784.4	RIOK1
ENSG00000096696.9	DSP
ENSG00000168566.11	SNRNP48
ENSG00000153162.8	BMP6
ENSG00000239264.4	TXNDC5
ENSG00000124802.7	EEF1E1
ENSG00000111846.11	GCNT2
ENSG00000137434.7	C6orf52
ENSG00000111845.4	PAK1IP1
ENSG00000111843.9	TMEM14C
ENSG00000153157.8	SYCP2L
ENSG00000205269.4	TMEM170B
ENSG00000095951.12	HIVEP1
ENSG00000145979.13	TBC1D7
ENSG00000145990.6	GFOD1
ENSG00000124523.10	SIRT5
ENSG00000050393.7	MCUR1
ENSG00000112149.5	CD83
ENSG00000047579.15	DTNBP1
ENSG00000112186.7	CAP2
ENSG00000137177.14	KIF13A
ENSG00000187566.3	NHLRC1
ENSG00000137364.4	TPMT
ENSG00000165097.9	KDM1B
ENSG00000124795.10	DEK
ENSG00000172201.6	ID4
ENSG00000172197.9	MBOAT1
ENSG00000146038.7	DCDC2
ENSG00000124532.10	MRS2
ENSG00000112294.8	ALDH5A1
ENSG00000111802.9	TDP2
ENSG00000112304.6	ACOT13
ENSG00000112308.8	C6orf62
ENSG00000111913.11	FAM65B
ENSG00000079691.15	LRRC16A
ENSG00000079689.9	SCGN
ENSG00000187837.2	HIST1H1C
ENSG00000010704.14	HFE
ENSG00000168298.4	HIST1H1E
ENSG00000197409.6	HIST1H3D
ENSG00000196966.3	HIST1H3E
ENSG00000186470.9	BTN3A2
ENSG00000124508.12	BTN2A2
ENSG00000026950.12	BTN3A1
ENSG00000111801.11	BTN3A3
ENSG00000112763.11	BTN2A1
ENSG00000182952.4	HMGN4
ENSG00000146109.3	ABT1
ENSG00000181315.6	ZNF322
ENSG00000197903.6	HIST1H2BK
ENSG00000184825.4	HIST1H2AH
ENSG00000124613.4	ZNF391
ENSG00000197238.3	HIST1H4J
ENSG00000184357.3	HIST1H1B
ENSG00000197279.3	ZNF165
ENSG00000196812.4	ZSCAN16
ENSG00000187626.7	ZKSCAN4
ENSG00000189134.3	NKAPL
ENSG00000137338.4	PGBD1
ENSG00000235109.3	ZSCAN31
ENSG00000187987.5	ZSCAN23
ENSG00000204713.6	TRIM27
ENSG00000204709.4	C6orf100
ENSG00000197935.6	ZNF311
ENSG00000204657.2	OR2H2
ENSG00000204681.6	GABBR1
ENSG00000204644.5	ZFP57
ENSG00000204642.9	HLA-F
ENSG00000204632.7	HLA-G
ENSG00000206503.7	HLA-A
ENSG00000066379.10	ZNRD1
ENSG00000234127.4	TRIM26
ENSG00000204599.10	TRIM39
ENSG00000241370.1	RPP21
ENSG00000204574.8	ABCF1
ENSG00000204568.7	MRPS18B
ENSG00000204560.5	DHX16
ENSG00000146112.7	PPP1R18
ENSG00000137404.10	NRM
ENSG00000137312.10	FLOT1
ENSG00000137411.12	VARS2
ENSG00000204540.6	PSORS1C1
ENSG00000204538.3	PSORS1C2
ENSG00000204536.9	CCHCR1
ENSG00000137310.7	TCF19
ENSG00000204531.11	POU5F1
ENSG00000206344.6	HCG27
ENSG00000204525.10	HLA-C
ENSG00000234745.5	HLA-B
ENSG00000204520.8	MICA
ENSG00000204516.5	MICB
ENSG00000213760.6	ATP6V1G2
ENSG00000204498.6	NFKBIL1
ENSG00000226979.4	LTA
ENSG00000204469.8	PRRC2A
ENSG00000204463.8	BAG6
ENSG00000240053.8	LY6G5B
ENSG00000204428.8	LY6G5C
ENSG00000204427.7	ABHD16A
ENSG00000213722.4	DDAH2
ENSG00000204392.6	LSM2
ENSG00000204390.8	HSPA1L
ENSG00000204387.8	C6orf48
ENSG00000204371.7	EHMT2
ENSG00000166278.10	C2
ENSG00000243649.4	CFB
ENSG00000204356.7	NELFE
ENSG00000204351.7	SKIV2L
ENSG00000244731.3	C4A
ENSG00000224389.4	C4B
ENSG00000231852.2	CYP21A2
ENSG00000213676.6	ATF6B
ENSG00000204314.6	PRRT1
ENSG00000221988.8	PPT2
ENSG00000204310.6	AGPAT1
ENSG00000204305.9	AGER
ENSG00000204301.5	NOTCH4
ENSG00000204287.9	HLA-DRA
ENSG00000198502.5	HLA-DRB5
ENSG00000196126.6	HLA-DRB1
ENSG00000196735.7	HLA-DQA1
ENSG00000179344.12	HLA-DQB1
ENSG00000237541.3	HLA-DQA2
ENSG00000232629.4	HLA-DQB2
ENSG00000241106.2	HLA-DOB
ENSG00000204267.9	TAP2
ENSG00000168394.9	TAP1
ENSG00000240065.3	PSMB9
ENSG00000204257.10	HLA-DMA
ENSG00000231389.3	HLA-DPA1
ENSG00000223865.6	HLA-DPB1
ENSG00000204231.6	RXRB
ENSG00000112473.12	SLC39A7
ENSG00000204228.3	HSD17B8
ENSG00000204227.4	RING1
ENSG00000223501.4	VPS52
ENSG00000231500.2	RPS18
ENSG00000204220.5	PFDN6
ENSG00000231925.7	TAPBP
ENSG00000236104.2	ZBTB22
ENSG00000112514.11	CUTA
ENSG00000030110.8	BAK1
ENSG00000096433.6	ITPR3
ENSG00000161896.6	IP6K3
ENSG00000161904.7	LEMD2
ENSG00000124614.9	RPS10
ENSG00000124562.5	SNRPC
ENSG00000065060.12	UHRF1BP1
ENSG00000064995.12	TAF11
ENSG00000124678.13	TCP11
ENSG00000146197.7	SCUBE3
ENSG00000023892.9	DEF6
ENSG00000198755.6	RPL10A
ENSG00000112041.8	TULP1
ENSG00000112053.9	SLC26A8
ENSG00000112062.6	MAPK14
ENSG00000179165.9	PXT1
ENSG00000255587.3	RAB44
ENSG00000137168.7	PPIL1
ENSG00000146192.10	FGD2
ENSG00000172738.7	TMEM217
ENSG00000112130.12	RNF8
ENSG00000198937.8	CCDC167
ENSG00000112139.10	MDGA1
ENSG00000124767.6	GLO1
ENSG00000112167.5	SAYSD1
ENSG00000164626.8	KCNK5
ENSG00000124780.9	KCNK17
ENSG00000124602.5	UNC5CL
ENSG00000001167.10	NFYA
ENSG00000188056.7	TREML4
ENSG00000096088.12	PGC
ENSG00000137218.6	FRS3
ENSG00000124593.10	PRICKLE4
ENSG00000164663.9	USP49
ENSG00000124641.10	MED20
ENSG00000112578.5	BYSL
ENSG00000112599.8	GUCA1B
ENSG00000048544.5	MRPS10
ENSG00000024048.6	UBR2
ENSG00000112619.6	PRPH2
ENSG00000146223.10	RPL7L1
ENSG00000137161.12	CNPY3
ENSG00000124713.5	GNMT
ENSG00000124587.9	PEX6
ENSG00000124733.3	MEA1
ENSG00000044090.4	CUL7
ENSG00000112667.8	DNPH1
ENSG00000124574.10	ABCC10
ENSG00000171462.10	DLK2
ENSG00000172426.11	RSPH9
ENSG00000137216.14	TMEM63B
ENSG00000180992.5	MRPL14
ENSG00000137225.8	CAPN11
ENSG00000112759.12	SLC29A1
ENSG00000096401.7	CDC5L
ENSG00000196284.9	SUPT3H
ENSG00000112782.11	CLIC5
ENSG00000001561.6	ENPP4
ENSG00000112796.5	ENPP5
ENSG00000172348.10	RCAN2
ENSG00000153291.11	SLC25A27
ENSG00000180113.11	TDRD6
ENSG00000146085.7	MUT
ENSG00000031691.6	CENPQ
ENSG00000197261.7	C6orf141
ENSG00000124490.9	CRISP2
ENSG00000170950.3	PGK2
ENSG00000170915.8	PAQR8
ENSG00000243955.1	GSTA1
ENSG00000137270.10	GCM1
ENSG00000001084.6	GCLC
ENSG00000124743.5	KLHL31
ENSG00000137269.10	LRRC1
ENSG00000146147.10	MLIP
ENSG00000112175.6	BMP5
ENSG00000124749.12	COL21A1
ENSG00000151917.13	BEND6
ENSG00000168116.9	KIAA1586
ENSG00000198225.4	FKBP1C
ENSG00000135298.9	BAI3
ENSG00000168216.6	LMBRD1
ENSG00000154079.5	C6orf57
ENSG00000119900.7	OGFRL1
ENSG00000135314.8	KHDC1
ENSG00000203907.5	OOEP
ENSG00000080007.6	DDX43
ENSG00000135297.11	MTO1
ENSG00000119899.11	SLC17A5
ENSG00000156535.9	CD109
ENSG00000112697.11	TMEM30A
ENSG00000118407.10	FILIP1
ENSG00000196586.9	MYO6
ENSG00000112706.7	IMPG1
ENSG00000146243.9	IRAK1BP1
ENSG00000146247.13	PHIP
ENSG00000135338.9	LCA5
ENSG00000198478.6	SH3BGRL2
ENSG00000118402.5	ELOVL4
ENSG00000083123.10	BCKDHB
ENSG00000146242.5	TPBG
ENSG00000083097.10	DOPEY1
ENSG00000013392.6	RWDD2A
ENSG00000135315.7	KIAA1009
ENSG00000112837.12	TBX18
ENSG00000135318.7	NT5E
ENSG00000188994.8	ZNF292
ENSG00000111850.6	SMIM8
ENSG00000203872.6	C6orf163
ENSG00000226524.2	RP1-102H19.8
ENSG00000203871.4	C6orf164
ENSG00000272514.1	C6ORF165
ENSG00000164414.12	SLC35A1
ENSG00000135336.10	ORC3
ENSG00000135334.8	AKIRIN2
ENSG00000111880.11	RNGTT
ENSG00000154548.8	SRSF12
ENSG00000146281.5	PM20D2
ENSG00000111886.9	GABRR2
ENSG00000025039.10	RRAGD
ENSG00000135299.12	ANKRD6
ENSG00000083099.6	LYRM2
ENSG00000135333.9	EPHA7
ENSG00000172469.10	MANEA
ENSG00000112214.6	FHL5
ENSG00000112218.7	GPR63
ENSG00000123545.5	NDUFAF4
ENSG00000186231.12	KLHL32
ENSG00000146263.7	MMS22L
ENSG00000132423.6	COQ3
ENSG00000132424.10	PNISR
ENSG00000112249.9	ASCC3
ENSG00000164418.15	GRIK2
ENSG00000112276.9	BVES
ENSG00000130347.8	RTN4IP1
ENSG00000130348.7	QRSL1
ENSG00000164494.7	PDSS2
ENSG00000135537.12	LACE1
ENSG00000118690.8	ARMC2
ENSG00000183137.10	CEP57L1
ENSG00000135535.10	CD164
ENSG00000185250.11	PPIL6
ENSG00000135587.4	SMPD2
ENSG00000135596.13	MICAL1
ENSG00000155085.11	AK9
ENSG00000112367.6	FIG4
ENSG00000112290.8	WASF1
ENSG00000203797.5	DDO
ENSG00000004809.9	SLC22A16
ENSG00000123505.10	AMD1
ENSG00000155115.6	GTF3C6
ENSG00000197498.8	RPF2
ENSG00000173214.5	KIAA1919
ENSG00000203778.3	FAM229B
ENSG00000112769.14	LAMA4
ENSG00000251258.1	RFPL4B
ENSG00000155130.5	MARCKS
ENSG00000111816.6	FRK
ENSG00000123500.5	COL10A1
ENSG00000187189.9	TSPYL4
ENSG00000111817.12	DSE
ENSG00000189241.6	TSPYL1
ENSG00000188820.8	FAM26F
ENSG00000178033.5	FAM26E
ENSG00000111832.8	RWDD1
ENSG00000111834.8	RSPH4A
ENSG00000153975.5	ZUFSP
ENSG00000196911.5	KPNA5
ENSG00000183807.6	FAM162B
ENSG00000164465.14	DCBLD1
ENSG00000196376.6	SLC35F1
ENSG00000111877.13	MCM9
ENSG00000111879.14	FAM184A
ENSG00000111885.5	MAN1A1
ENSG00000146350.9	TBC1D32
ENSG00000025156.8	HSF2
ENSG00000146373.12	RNF217
ENSG00000111907.16	TPD52L1
ENSG00000111906.13	HDDC2
ENSG00000111911.5	HINT3
ENSG00000203760.4	CENPW
ENSG00000214338.6	SOGA3
ENSG00000196569.7	LAMA2
ENSG00000146376.6	ARHGAP18
ENSG00000198945.3	L3MBTL3
ENSG00000164483.12	SAMD3
ENSG00000256162.2	SMLR1
ENSG00000118507.11	AKAP7
ENSG00000118520.9	ARG1
ENSG00000079950.9	STX7
ENSG00000112299.7	VNN1
ENSG00000093134.9	VNN3
ENSG00000112303.9	VNN2
ENSG00000146409.6	SLC18B1
ENSG00000118526.6	TCF21
ENSG00000118514.9	ALDH8A1
ENSG00000112339.10	HBS1L
ENSG00000135541.16	AHI1
ENSG00000135525.14	MAP7
ENSG00000112357.8	PEX7
ENSG00000016402.8	IL20RA
ENSG00000027697.8	IFNGR1
ENSG00000118503.10	TNFAIP3
ENSG00000112378.11	PERP
ENSG00000112379.8	KIAA1244
ENSG00000203734.7	ECT2L
ENSG00000146386.7	ABRACL
ENSG00000164440.10	TXLNB
ENSG00000112414.10	GPR126
ENSG00000146416.12	AIG1
ENSG00000189007.11	ADAT2
ENSG00000034693.10	PEX3
ENSG00000001036.9	FUCA2
ENSG00000112419.10	PHACTR2
ENSG00000118495.14	PLAGL1
ENSG00000111961.12	SASH1
ENSG00000111962.7	UST
ENSG00000178199.9	ZC3H12D
ENSG00000055211.8	GINM1
ENSG00000131023.8	LATS1
ENSG00000120253.9	NUP43
ENSG00000120256.5	LRP11
ENSG00000203722.3	RAET1G
ENSG00000131015.4	ULBP2
ENSG00000111981.4	ULBP1
ENSG00000120262.8	CCDC170
ENSG00000131018.18	SYNE1
ENSG00000146469.8	VIP
ENSG00000112031.11	MTRF1L
ENSG00000091844.3	RGS17
ENSG00000074706.9	IPCEF1
ENSG00000153721.13	CNKSR3
ENSG00000175048.12	ZDHHC14
ENSG00000078269.9	SYNJ2
ENSG00000122335.9	SERAC1
ENSG00000272047.1	GTF2H5
ENSG00000130338.8	TULP4
ENSG00000146425.6	DYNLT1
ENSG00000130363.7	RSPH3
ENSG00000164694.12	FNDC1
ENSG00000146457.10	WTAP
ENSG00000112110.5	MRPL18
ENSG00000146453.8	PNLDC1
ENSG00000197081.8	IGF2R
ENSG00000175003.8	SLC22A1
ENSG00000146477.4	SLC22A3
ENSG00000026652.9	AGPAT4
ENSG00000112530.7	PACRG
ENSG00000112531.12	QKI
ENSG00000176381.4	PRR18
ENSG00000269048.1	Z98049.1
ENSG00000026297.11	RNASET2
ENSG00000146521.5	C6orf123
ENSG00000130396.16	MLLT4
ENSG00000153303.12	FRMD1
ENSG00000184465.11	WDR27
ENSG00000185127.5	C6orf120
ENSG00000130024.10	PHF10
ENSG00000184786.4	TCTE3
ENSG00000130023.11	ERMARD
ENSG00000198719.7	DLL1
ENSG00000112584.9	FAM120B
ENSG00000008018.8	PSMB1
ENSG00000071994.6	PDCD2
ENSG00000249852.1	AC145676.2
ENSG00000269396.1	AC187652.1
ENSG00000164818.11	HEATR2
ENSG00000188191.10	PRKAR1B
ENSG00000240230.1	COX19
ENSG00000164850.10	GPER1
ENSG00000178381.7	ZFAND2A
ENSG00000164880.11	INTS1
ENSG00000198517.5	MAFK
ENSG00000225968.4	ELFN1
ENSG00000122687.13	FTSJ2
ENSG00000106263.13	EIF3B
ENSG00000106266.4	SNX8
ENSG00000136213.7	CHST12
ENSG00000106009.11	BRAT1
ENSG00000146535.9	GNA12
ENSG00000217455.4	AC091801.1
ENSG00000146555.14	SDK1
ENSG00000164916.9	FOXK1
ENSG00000242802.2	AP5Z1
ENSG00000157927.12	RADIL
ENSG00000146587.13	RBAK
ENSG00000155034.14	FBXL18
ENSG00000075618.13	FSCN1
